date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2006-06-17,Italy,USA,1,1,FIFA World Cup,Kaiserslautern,Germany,True
2006-06-17,Portugal,Iran,2,0,FIFA World Cup,Frankfurt am Main,Germany,True
2006-06-18,Brazil,Australia,2,0,FIFA World Cup,Munich,Germany,True
2006-06-18,France,Korea Republic,1,1,FIFA World Cup,Leipzig,Germany,True
2006-06-18,Japan,Croatia,0,0,FIFA World Cup,Nuremberg,Germany,True
2006-06-19,Saudi Arabia,Ukraine,0,4,FIFA World Cup,Hamburg,Germany,True
2006-06-19,Spain,Tunisia,3,1,FIFA World Cup,Stuttgart,Germany,True
2006-06-19,Togo,Switzerland,0,2,FIFA World Cup,Dortmund,Germany,True
2006-06-20,Costa Rica,Poland,1,2,FIFA World Cup,Hanover,Germany,True
2006-06-20,Germany,Ecuador,3,0,FIFA World Cup,Berlin,Germany,False
2006-06-20,Paraguay,Trinidad and Tobago,2,0,FIFA World Cup,Kaiserslautern,Germany,True
2006-06-20,Sweden,England,2,2,FIFA World Cup,Cologne,Germany,True
2006-06-21,Iran,Angola,1,1,FIFA World Cup,Leipzig,Germany,True
2006-06-21,Ivory Coast,Serbia,3,2,FIFA World Cup,Munich,Germany,True
2006-06-21,Netherlands,Argentina,0,0,FIFA World Cup,Frankfurt am Main,Germany,True
2006-06-21,Portugal,Mexico,2,1,FIFA World Cup,Gelsenkirchen,Germany,True
2006-06-22,Croatia,Australia,2,2,FIFA World Cup,Stuttgart,Germany,True
2006-06-22,Czech Republic,Italy,0,2,FIFA World Cup,Hamburg,Germany,True
2006-06-22,Ghana,USA,2,1,FIFA World Cup,Nuremberg,Germany,True
2006-06-22,Japan,Brazil,1,4,FIFA World Cup,Dortmund,Germany,True
2006-06-23,Saudi Arabia,Spain,0,1,FIFA World Cup,Kaiserslautern,Germany,True
2006-06-23,Switzerland,Korea Republic,2,0,FIFA World Cup,Hanover,Germany,True
2006-06-23,Togo,France,0,2,FIFA World Cup,Cologne,Germany,True
2006-06-23,Ukraine,Tunisia,1,0,FIFA World Cup,Berlin,Germany,True
2006-06-24,Argentina,Mexico,2,1,FIFA World Cup,Leipzig,Germany,True
2006-06-24,Germany,Sweden,2,0,FIFA World Cup,Munich,Germany,False
2006-06-24,Malawi,Zimbabwe,1,1,Friendly,Maputo,Mozambique,True
2006-06-24,Mozambique,Swaziland,4,0,Friendly,Maputo,Mozambique,False
2006-06-25,England,Ecuador,1,0,FIFA World Cup,Stuttgart,Germany,True
2006-06-25,Mozambique,Malawi,1,2,Friendly,Maputo,Mozambique,False
2006-06-25,Portugal,Netherlands,1,0,FIFA World Cup,Nuremberg,Germany,True
2006-06-25,Swaziland,Zimbabwe,1,2,Friendly,Maputo,Mozambique,True
2006-06-26,Italy,Australia,1,0,FIFA World Cup,Kaiserslautern,Germany,True
2006-06-26,Mauritius,Tanzania,1,2,Friendly,Victoria,Seychelles,True
2006-06-26,Switzerland,Ukraine,0,0,FIFA World Cup,Cologne,Germany,True
2006-06-27,Brazil,Ghana,3,0,FIFA World Cup,Dortmund,Germany,True
2006-06-27,Spain,France,1,3,FIFA World Cup,Hanover,Germany,True
2006-06-28,Seychelles,Mauritius,2,1,Friendly,Victoria,Seychelles,False
2006-06-30,Germany,Argentina,1,1,FIFA World Cup,Berlin,Germany,False
2006-06-30,Italy,Ukraine,3,0,FIFA World Cup,Hamburg,Germany,True
2006-06-30,Seychelles,Tanzania,2,1,Friendly,Victoria,Seychelles,False
2006-07-01,Brazil,France,0,1,FIFA World Cup,Frankfurt am Main,Germany,True
2006-07-01,England,Portugal,0,0,FIFA World Cup,Gelsenkirchen,Germany,True
2006-07-02,Kazakhstan,Tajikistan,4,1,Friendly,Almaty,Kazakhstan,False
2006-07-04,Germany,Italy,0,2,FIFA World Cup,Dortmund,Germany,False
2006-07-05,Kazakhstan,Kyrgyzstan,1,0,Friendly,Almaty,Kazakhstan,False
2006-07-05,Portugal,France,0,1,FIFA World Cup,Munich,Germany,True
2006-07-06,Malawi,Botswana,2,1,Friendly,Lilongwe,Malawi,False
2006-07-08,Germany,Portugal,3,1,FIFA World Cup,Stuttgart,Germany,False
2006-07-08,Malawi,Botswana,0,0,Friendly,Blantyre,Malawi,False
2006-07-09,Italy,France,1,1,FIFA World Cup,Berlin,Germany,True
