date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1978-09-23,Réunion,Mauritius,0,2,Friendly,Saint-Denis,Réunion,False
1978-09-30,Botswana,Mozambique,1,4,Friendly,Gaborone,Botswana,False
1978-09-30,Curaçao,Suriname,0,2,CFU Caribbean Cup qualification,Oranjestad,Netherlands Antilles,True
1978-10-01,Botswana,Mozambique,0,2,Friendly,Gaborone,Botswana,False
1978-10-01,Martinique,Haiti,0,0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False
1978-10-01,Singapore,New Zealand,0,2,Friendly,Kallang,Singapore,False
1978-10-04,German DR,Iceland,3,1,UEFA Euro qualification,Halle,German DR,False
1978-10-04,Sweden,Czechoslovakia,1,3,UEFA Euro qualification,Solna,Sweden,False
1978-10-04,Yugoslavia,Spain,1,2,UEFA Euro qualification,Zagreb,Yugoslavia,False
1978-10-05,Turkey,Russia,0,2,Friendly,Ankara,Turkey,False
1978-10-07,Luxembourg,France,1,3,UEFA Euro qualification,Luxembourg,Luxembourg,False
1978-10-11,Czechoslovakia,Germany,3,4,Friendly,Prague,Czechoslovakia,False
1978-10-11,Denmark,Bulgaria,2,2,UEFA Euro qualification,Copenhagen,Denmark,False
1978-10-11,Greece,Finland,8,1,UEFA Euro qualification,Athens,Greece,False
1978-10-11,Hungary,Russia,2,0,UEFA Euro qualification,Budapest,Hungary,False
1978-10-11,Portugal,Belgium,1,1,UEFA Euro qualification,Lisbon,Portugal,False
1978-10-11,Romania,Poland,1,0,Friendly,Bucharest,Romania,False
1978-10-11,Switzerland,Netherlands,1,3,UEFA Euro qualification,Berne,Switzerland,False
1978-10-13,Suriname,Curaçao,3,0,CFU Caribbean Cup qualification,Paramaribo,Suriname,False
1978-10-15,Tanzania,Kenya,1,0,Friendly,Arusha,Tanzania,False
1978-10-20,Kenya,Tanzania,0,0,Friendly,Nairobi,Kenya,False
1978-10-22,Haiti,Suriname,0,3,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True
1978-10-22,Malawi,Algeria,1,1,Friendly,Blantyre,Malawi,False
1978-10-23,Trinidad and Tobago,Antigua and Barbuda,3,1,CFU Caribbean Cup,San Fernando,Trinidad and Tobago,False
1978-10-24,Malawi,Algeria,2,1,Friendly,Lilongwe,Malawi,False
1978-10-25,Ireland,England,1,1,UEFA Euro qualification,Dublin,Ireland,False
1978-10-25,Northern Ireland,Denmark,2,1,UEFA Euro qualification,Belfast,Northern Ireland,False
1978-10-25,Romania,Yugoslavia,3,2,UEFA Euro qualification,Bucharest,Romania,False
1978-10-25,Scotland,Norway,3,2,UEFA Euro qualification,Glasgow,Scotland,False
1978-10-25,Trinidad and Tobago,Suriname,0,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False
1978-10-25,Wales,Malta,7,0,UEFA Euro qualification,Wrexham,Wales,False
1978-10-26,Antigua and Barbuda,Haiti,0,1,CFU Caribbean Cup,San Fernando,Trinidad and Tobago,True
1978-10-28,Antigua and Barbuda,Suriname,0,4,CFU Caribbean Cup,San Fernando,Trinidad and Tobago,True
1978-10-28,Zambia,Algeria,0,3,Friendly,Lusaka,Zambia,False
1978-10-29,Greece,Hungary,4,1,UEFA Euro qualification,Salonica,Greece,False
1978-10-29,Trinidad and Tobago,Haiti,2,2,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False
1978-11-01,Malawi,Kenya,1,0,CECAFA Cup,Blantyre,Malawi,False
1978-11-03,Malawi,Somalia,3,1,CECAFA Cup,Lilongwe,Malawi,False
1978-11-05,Malawi,Uganda,0,2,CECAFA Cup,Lilongwe,Malawi,False
1978-11-07,Uganda,Zambia,1,2,CECAFA Cup,Blantyre,Malawi,True
1978-11-08,Czechoslovakia,Italy,3,0,Friendly,Bratislava,Czechoslovakia,False
1978-11-08,France,Spain,1,0,Friendly,Paris,France,False
1978-11-09,Kenya,Uganda,0,1,CECAFA Cup,Blantyre,Malawi,True
1978-11-09,Somalia,Zambia,0,4,CECAFA Cup,Blantyre,Malawi,True
1978-11-11,Burkina Faso,Mali,3,1,Friendly,Ouagadougou,Upper Volta,False
1978-11-11,Kenya,Somalia,1,0,CECAFA Cup,Blantyre,Malawi,True
1978-11-11,Malawi,Zambia,2,1,CECAFA Cup,Blantyre,Malawi,False
1978-11-13,Kenya,Zambia,0,9,CECAFA Cup,Blantyre,Malawi,True
1978-11-13,Somalia,Uganda,2,2,CECAFA Cup,Lilongwe,Malawi,True
1978-11-15,Austria,Portugal,1,2,UEFA Euro qualification,Vienna,Austria,False
1978-11-15,Germany,Hungary,0,0,Friendly,Frankfurt am Main,Germany,False
1978-11-15,Israel,Belgium,1,0,Friendly,Jaffa,Israel,False
1978-11-15,Netherlands,German DR,3,0,UEFA Euro qualification,Rotterdam,Netherlands,False
1978-11-15,Poland,Switzerland,2,0,UEFA Euro qualification,Wrocław,Poland,False
1978-11-15,Spain,Romania,1,0,UEFA Euro qualification,Valencia,Spain,False
1978-11-15,Yugoslavia,Greece,4,1,Balkan Cup,Skopje,Yugoslavia,False
1978-11-17,Algeria,Congo,3,0,Friendly,Constantine,Algeria,False
1978-11-17,Malawi,Kenya,2,0,CECAFA Cup,Blantyre,Malawi,False
1978-11-17,Uganda,Zambia,0,4,CECAFA Cup,Blantyre,Malawi,True
1978-11-19,Japan,Russia,1,4,Friendly,Tokyo,Japan,False
1978-11-19,Kenya,Uganda,2,0,CECAFA Cup,Blantyre,Malawi,True
1978-11-19,Malawi,Zambia,3,2,CECAFA Cup,Blantyre,Malawi,False
1978-11-23,Japan,Russia,1,4,Friendly,Tokyo,Japan,False
1978-11-25,Grenada,Barbados,2,0,Friendly,St. George's,Grenada,False
1978-11-26,Grenada,Barbados,0,0,Friendly,St. George's,Grenada,False
1978-11-26,Japan,Russia,0,3,Friendly,Osaka,Japan,False
1978-11-29,Bulgaria,Northern Ireland,0,2,UEFA Euro qualification,Sofia,Bulgaria,False
1978-11-29,England,Czechoslovakia,1,0,Friendly,London,England,False
1978-11-29,Portugal,Scotland,1,0,UEFA Euro qualification,Lisbon,Portugal,False
1978-11-29,Wales,Turkey,1,0,UEFA Euro qualification,Wrexham,Wales,False
1978-12-03,Madagascar,Malawi,2,1,African Cup of Nations qualification,Antananarivo,Madagascar,False
1978-12-03,Mauritius,Lesotho,0,1,African Cup of Nations qualification,Port Louis,Mauritius,False
1978-12-12,Antigua and Barbuda,Martinique,0,2,Friendly,St. John's,Antigua and Barbuda,False
1978-12-13,Greece,Romania,2,1,Friendly,Athens,Greece,False
1978-12-13,Spain,Cyprus,5,0,UEFA Euro qualification,Salamanca,Spain,False
1978-12-17,Lesotho,Mauritius,1,2,African Cup of Nations qualification,Maseru,Lesotho,False
1978-12-17,Malawi,Madagascar,5,1,African Cup of Nations qualification,Blantyre,Malawi,False
1978-12-19,Israel,Romania,1,1,Friendly,Jaffa,Israel,False
1978-12-19,Syria,Tunisia,2,1,Friendly,Damascus,Syria,False
1978-12-20,Germany,Netherlands,3,1,Friendly,Düsseldorf,Germany,False
1978-12-21,Italy,Spain,1,0,Friendly,Rome,Italy,False
1978-12-25,Korea Republic,Macau,4,1,AFC Asian Cup qualification,Manila,Philippines,True
1978-12-25,Philippines,China,0,3,AFC Asian Cup qualification,Manila,Philippines,False
1978-12-27,China,Macau,2,1,AFC Asian Cup qualification,Manila,Philippines,True
1978-12-27,Philippines,Korea Republic,0,5,AFC Asian Cup qualification,Manila,Philippines,False
1978-12-29,Korea Republic,China,1,0,AFC Asian Cup qualification,Manila,Philippines,True
1979-01-07,Guinea-Bissau,Cape Verde,3,0,Amílcar Cabral Cup,Bissau,Guinea-Bissau,False
1979-01-08,Gambia,Mauritania,3,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-08,Guinea,Mali,0,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-09,Cape Verde,Senegal,0,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-10,Gambia,Mali,0,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-10,Guinea,Mauritania,4,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-10,Rwanda,Gabon,2,2,Friendly,Kigali,Rwanda,False
1979-01-11,Guinea-Bissau,Senegal,0,2,Amílcar Cabral Cup,Bissau,Guinea-Bissau,False
1979-01-12,Gambia,Guinea,1,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-12,Mali,Mauritania,4,2,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-13,Guinea,Senegal,1,3,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-13,Guinea-Bissau,Mali,1,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,False
1979-01-14,Guinea-Bissau,Guinea,2,2,Amílcar Cabral Cup,Bissau,Guinea-Bissau,False
1979-01-14,Mali,Senegal,0,1,Amílcar Cabral Cup,Bissau,Guinea-Bissau,True
1979-01-16,Cyprus,Bulgaria,0,1,Friendly,Larnaca,Cyprus,False
1979-01-27,Ivory Coast,Togo,0,1,Friendly,Monrovia,Liberia,True
1979-01-28,Liberia,Guinea,2,1,Friendly,Monrovia,Liberia,False
1979-01-29,Gambia,Ivory Coast,2,1,Friendly,Monrovia,Liberia,True
1979-01-30,Guinea,Senegal,1,1,Friendly,Monrovia,Liberia,True
1979-01-30,Israel,Austria,0,1,Friendly,Jaffa,Israel,False
1979-01-31,Gambia,Togo,2,2,Friendly,Monrovia,Liberia,True
1979-02-01,Liberia,Senegal,1,1,Friendly,Monrovia,Liberia,False
1979-02-03,Senegal,Togo,0,1,Friendly,Monrovia,Liberia,True
1979-02-04,Liberia,Gambia,1,0,Friendly,Monrovia,Liberia,False
1979-02-05,Iraq,Finland,1,0,Friendly,Baghdad,Iraq,False
1979-02-07,England,Northern Ireland,4,0,UEFA Euro qualification,London,England,False
1979-02-07,Iraq,Finland,2,0,Friendly,Baghdad,Iraq,False
1979-02-07,Libya,Greece,2,2,Friendly,Tripoli,Libya,False
1979-02-09,Bahrain,Finland,0,1,Friendly,Isa Town,Bahrain,False
1979-02-09,Iraq,German DR,1,1,Friendly,Baghdad,Iraq,False
1979-02-11,Iraq,German DR,2,1,Friendly,Baghdad,Iraq,False
1979-02-14,Israel,Greece,4,1,Friendly,Ramat-Gan,Israel,False
1979-02-16,Libya,Poland,1,0,Friendly,Tripoli,Libya,False
1979-02-18,Tunisia,Poland,0,2,Friendly,Tunis,Tunisia,False
1979-02-24,Italy,Netherlands,3,0,Friendly,Milan,Italy,False
1979-02-25,France,Luxembourg,3,0,UEFA Euro qualification,Paris,France,False
1979-02-25,Malta,Germany,0,0,UEFA Euro qualification,Gżira,Malta,False
1979-02-28,Bulgaria,German DR,1,0,Friendly,Burgas,Bulgaria,False
1979-02-28,Turkey,Algeria,0,1,Friendly,Bursa,Turkey,False
1979-03-03,Barbados,Trinidad and Tobago,2,2,Friendly,Bridgetown,Barbados,False
1979-03-04,Japan,Korea Republic,2,1,Friendly,Tokyo,Japan,False
1979-03-05,Bangladesh,Afghanistan,3,2,AFC Asian Cup qualification,Dhaka,Bangladesh,False
1979-03-07,Bangladesh,Qatar,1,3,AFC Asian Cup qualification,Dhaka,Bangladesh,False
1979-03-10,Senegal,Mali,2,1,Friendly,Dakar,Senegal,False
1979-03-14,Czechoslovakia,Spain,1,0,Friendly,Bratislava,Czechoslovakia,False
1979-03-16,Martinique,Trinidad and Tobago,0,0,Friendly,Bridgetown,Barbados,True
1979-03-18,Turkey,Malta,2,1,UEFA Euro qualification,Izmir,Turkey,False
1979-03-21,Romania,Greece,3,0,Friendly,Bucharest,Romania,False
1979-03-23,Iraq,Bahrain,4,0,Gulf Cup,Baghdad,Iraq,False
1979-03-24,Kuwait,Qatar,3,1,Gulf Cup,Baghdad,Iraq,True
1979-03-24,Saudi Arabia,United Arab Emirates,2,1,Gulf Cup,Baghdad,Iraq,True
1979-03-25,Mali,Senegal,2,1,Friendly,Bamako,Mali,False
1979-03-28,Belgium,Austria,1,1,UEFA Euro qualification,Brussels,Belgium,False
1979-03-28,Hungary,German DR,3,0,Friendly,Budapest,Hungary,False
1979-03-28,Netherlands,Switzerland,3,0,UEFA Euro qualification,Eindhoven,Netherlands,False
1979-03-28,Russia,Bulgaria,3,1,Friendly,Simferopol,Soviet Union,False
1979-04-01,Cyprus,Yugoslavia,0,3,UEFA Euro qualification,Nicosia,Cyprus,False
1979-04-01,Oman,Qatar,0,1,Gulf Cup,Baghdad,Iraq,True
1979-04-01,Turkey,Germany,0,0,UEFA Euro qualification,Izmir,Turkey,False
1979-04-03,Barbados,Martinique,1,2,Friendly,Bridgetown,Barbados,False
1979-04-04,Czechoslovakia,France,2,0,UEFA Euro qualification,Bratislava,Czechoslovakia,False
1979-04-04,Poland,Hungary,1,1,Friendly,Chorzów,Poland,False
1979-04-04,Romania,Spain,2,2,UEFA Euro qualification,Craiova,Romania,False
1979-04-06,Iraq,Oman,7,0,Gulf Cup,Baghdad,Iraq,False
1979-04-07,Bahrain,Qatar,1,1,Gulf Cup,Baghdad,Iraq,True
1979-04-08,Gabon,Ivory Coast,2,1,Friendly,Libreville,Gabon,False
1979-04-08,Iraq,Saudi Arabia,2,0,Gulf Cup,Baghdad,Iraq,False
1979-04-09,Bahrain,Kuwait,0,2,Gulf Cup,Baghdad,Iraq,True
1979-04-09,Oman,United Arab Emirates,0,4,Gulf Cup,Baghdad,Iraq,True
1979-04-15,Benin,Ivory Coast,1,0,African Cup of Nations qualification,Cotonou,Benin,False
1979-04-15,Congo,Congo DR,4,2,African Cup of Nations qualification,Brazzaville,Congo,False
1979-04-15,Guadeloupe,Martinique,0,1,Friendly,Capesterre-Belle-Eau,Guadeloupe,False
1979-04-15,Malawi,Zambia,0,2,African Cup of Nations qualification,Blantyre,Malawi,False
1979-04-18,German DR,Poland,2,1,UEFA Euro qualification,Leipzig,German DR,False
1979-04-19,Russia,Sweden,2,0,Friendly,Tbilisi,Soviet Union,False
1979-04-25,Argentina,Bulgaria,2,1,Friendly,Buenos Aires,Argentina,False
1979-04-25,São Tomé and Príncipe,Angola,1,2,Friendly,São Tomé,São Tomé and Príncipe,False
1979-04-29,Congo DR,Congo,4,1,African Cup of Nations qualification,Kinshasa,Zaïre,False
1979-04-29,Ivory Coast,Benin,4,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False
1979-04-29,Madagascar,Kenya,4,0,Friendly,Antananarivo,Madagascar,False
1979-04-29,Zambia,Malawi,2,0,African Cup of Nations qualification,Ndola,Zambia,False
1979-05-01,Luxembourg,Czechoslovakia,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,False
1979-05-02,Austria,Belgium,0,0,UEFA Euro qualification,Vienna,Austria,False
1979-05-02,Hungary,Greece,0,0,UEFA Euro qualification,Budapest,Hungary,False
1979-05-02,Ireland,Denmark,2,0,UEFA Euro qualification,Dublin,Ireland,False
1979-05-02,Korea DPR,Hong Kong,3,0,AFC Asian Cup qualification,Bangkok,Thailand,True
1979-05-02,Northern Ireland,Bulgaria,2,0,UEFA Euro qualification,Belfast,Northern Ireland,False
1979-05-02,Poland,Netherlands,2,0,UEFA Euro qualification,Chorzów,Poland,False
1979-05-02,USA,France,0,6,Friendly,East Rutherford,USA,False
1979-05-02,Wales,Germany,0,2,UEFA Euro qualification,Wrexham,Wales,False
1979-05-05,Russia,Czechoslovakia,3,0,Friendly,Moscow,Soviet Union,False
1979-05-05,St. Vincent and the Grenadines,Martinique,2,2,CFU Caribbean Cup qualification,Kingstown,St. Vincent and the Grenadines,False
1979-05-05,Switzerland,German DR,0,2,UEFA Euro qualification,St. Gallen,Switzerland,False
1979-05-07,Korea DPR,Indonesia,3,1,AFC Asian Cup qualification,Bangkok,Thailand,True
1979-05-09,Denmark,Sweden,2,2,Friendly,Copenhagen,Denmark,False
1979-05-09,Malaysia,Korea DPR,1,1,AFC Asian Cup qualification,Bangkok,Thailand,True
1979-05-09,Norway,Portugal,0,1,UEFA Euro qualification,Oslo,Norway,False
1979-05-11,Malaysia,Hong Kong,0,0,AFC Asian Cup qualification,Bangkok,Thailand,True
1979-05-12,Thailand,Korea DPR,0,1,AFC Asian Cup qualification,Bangkok,Thailand,False
1979-05-13,Cyprus,Romania,1,1,UEFA Euro qualification,Limassol,Cyprus,False
1979-05-14,Korea DPR,Malaysia,1,0,AFC Asian Cup qualification,Bangkok,Thailand,True
1979-05-17,Brazil,Paraguay,6,0,Friendly,Rio de Janeiro,Brazil,False
1979-05-19,Bulgaria,Ireland,1,0,UEFA Euro qualification,Sofia,Bulgaria,False
1979-05-19,Mozambique,Zimbabwe,0,6,Friendly,Maputo,Mozambique,False
1979-05-19,Northern Ireland,England,0,2,British Championship,Belfast,Northern Ireland,False
1979-05-19,Russia,Hungary,2,2,UEFA Euro qualification,Tbilisi,Soviet Union,False
1979-05-19,Wales,Scotland,3,0,British Championship,Cardiff,Wales,False
1979-05-22,Argentina,Netherlands,0,0,Friendly,Berne,Switzerland,True
1979-05-22,Ireland,Germany,1,3,Friendly,Dublin,Ireland,False
1979-05-22,Scotland,Northern Ireland,1,0,British Championship,Glasgow,Scotland,False
1979-05-22,Switzerland,Iceland,2,0,UEFA Euro qualification,Berne,Switzerland,False
1979-05-23,England,Wales,0,0,British Championship,London,England,False
1979-05-24,Martinique,Trinidad and Tobago,3,1,Friendly,Fort-de-France,Martinique,False
1979-05-26,England,Scotland,3,1,British Championship,London,England,False
1979-05-26,Iceland,Germany,1,3,Friendly,Reykjavík,Iceland,False
1979-05-26,Italy,Argentina,2,2,Friendly,Rome,Italy,False
1979-05-26,Northern Ireland,Wales,1,1,British Championship,Belfast,Northern Ireland,False
1979-05-29,Ireland,Argentina,0,0,Friendly,Dublin,Ireland,False
1979-05-31,Brazil,Uruguay,5,1,Friendly,Rio de Janeiro,Brazil,False
1979-05-31,Japan,Indonesia,4,0,Kirin Cup,Tokyo,Japan,False
1979-06-01,German DR,Romania,1,0,Friendly,Berlin,German DR,False
1979-06-02,Malta,Wales,0,2,UEFA Euro qualification,Gżira,Malta,False
1979-06-02,Scotland,Argentina,1,3,Friendly,Glasgow,Scotland,False
1979-06-03,Benin,Togo,0,1,Friendly,Cotonou,Benin,False
1979-06-03,Jamaica,St. Kitts and Nevis,2,1,CFU Caribbean Cup qualification,Kingston,Jamaica,False
1979-06-06,Bulgaria,England,0,3,UEFA Euro qualification,Sofia,Bulgaria,False
1979-06-06,Denmark,Northern Ireland,4,0,UEFA Euro qualification,Copenhagen,Denmark,False
1979-06-07,Norway,Scotland,0,4,UEFA Euro qualification,Oslo,Norway,False
1979-06-07,Sweden,Luxembourg,3,0,UEFA Euro qualification,Malmö,Sweden,False
1979-06-09,Iceland,Switzerland,1,2,UEFA Euro qualification,Reykjavík,Iceland,False
1979-06-09,Martinique,St. Vincent and the Grenadines,0,1,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False
1979-06-10,Sweden,England,0,0,Friendly,Solna,Sweden,False
1979-06-13,Austria,England,4,3,Friendly,Vienna,Austria,False
1979-06-13,Chile,Ecuador,0,0,Friendly,Santiago,Chile,False
1979-06-13,New Zealand,Australia,1,0,Friendly,Auckland,New Zealand,False
1979-06-13,Yugoslavia,Italy,4,1,Friendly,Zagreb,Yugoslavia,False
1979-06-16,Korea Republic,Japan,4,1,Friendly,Seoul,Korea Republic,False
1979-06-17,St. Kitts and Nevis,Jamaica,1,2,CFU Caribbean Cup qualification,Basseterre,St. Kitts and Nevis,False
1979-06-21,Ecuador,Chile,2,1,Friendly,Guayaquil,Ecuador,False
1979-06-24,Ghana,Liberia,0,0,Friendly,Accra,Ghana,False
1979-06-24,Malawi,Lesotho,1,0,Friendly,Lilongwe,Malawi,False
1979-06-24,Zambia,Congo DR,4,1,Friendly,Lusaka,Zambia,False
1979-06-26,Malawi,Lesotho,1,2,Friendly,Blantyre,Malawi,False
1979-06-27,Denmark,Russia,1,2,Friendly,Copenhagen,Denmark,False
1979-06-28,Sweden,Norway,2,0,Nordic Championship,Gothenburg,Sweden,False
1979-06-29,Fiji,New Zealand,0,6,Friendly,Suva,Fiji,False
1979-06-29,Japan,Thailand,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1979-06-29,Malaysia,Burma,4,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1979-06-29,Sudan,Ivory Coast,2,0,African Cup of Nations qualification,Khartoum,Sudan,False
1979-06-30,Congo DR,Zambia,1,2,Friendly,Lubumbashi,Zaïre,False
1979-06-30,Indonesia,Singapore,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1979-07-01,Burma,Japan,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1979-07-01,Fiji,New Zealand,0,3,Friendly,Lautoka,Fiji,False
