date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1998-06-10,Brazil,Scotland,2,1,FIFA World Cup,Saint-Denis,France,True
1998-06-10,Morocco,Norway,2,2,FIFA World Cup,Montpellier,France,True
1998-06-11,Cameroon,Austria,1,1,FIFA World Cup,Toulouse,France,True
1998-06-11,Italy,Chile,2,2,FIFA World Cup,Bordeaux,France,True
1998-06-12,France,South Africa,3,0,FIFA World Cup,Marseille,France,False
1998-06-12,Paraguay,Bulgaria,0,0,FIFA World Cup,Montpellier,France,True
1998-06-12,Saudi Arabia,Denmark,0,1,FIFA World Cup,Lens,France,True
1998-06-13,Korea Republic,Mexico,1,3,FIFA World Cup,Lyon,France,True
1998-06-13,Netherlands,Belgium,0,0,FIFA World Cup,Saint-Denis,France,True
1998-06-13,Seychelles,Kenya,0,1,Friendly,Victoria,Seychelles,False
1998-06-13,Spain,Nigeria,2,3,FIFA World Cup,Nantes,France,True
1998-06-14,Argentina,Japan,1,0,FIFA World Cup,Toulouse,France,True
1998-06-14,Jamaica,Croatia,1,3,FIFA World Cup,Lens,France,True
1998-06-14,Serbia,Iran,1,0,FIFA World Cup,Saint-Étienne,France,True
1998-06-15,England,Tunisia,2,0,FIFA World Cup,Marseille,France,True
1998-06-15,Germany,USA,2,0,FIFA World Cup,Paris,France,True
1998-06-15,Romania,Colombia,1,0,FIFA World Cup,Lyon,France,True
1998-06-16,Brazil,Morocco,3,0,FIFA World Cup,Nantes,France,True
1998-06-16,Scotland,Norway,1,1,FIFA World Cup,Bordeaux,France,True
1998-06-17,Chile,Austria,1,1,FIFA World Cup,Saint-Étienne,France,True
1998-06-17,Italy,Cameroon,3,0,FIFA World Cup,Montpellier,France,True
1998-06-18,France,Saudi Arabia,4,0,FIFA World Cup,Saint-Denis,France,False
1998-06-18,South Africa,Denmark,1,1,FIFA World Cup,Toulouse,France,True
1998-06-19,Nigeria,Bulgaria,1,0,FIFA World Cup,Paris,France,True
1998-06-19,Spain,Paraguay,0,0,FIFA World Cup,Saint-Étienne,France,True
1998-06-20,Belgium,Mexico,2,2,FIFA World Cup,Bordeaux,France,True
1998-06-20,Japan,Croatia,0,1,FIFA World Cup,Nantes,France,True
1998-06-20,Netherlands,Korea Republic,5,0,FIFA World Cup,Marseille,France,True
1998-06-21,Argentina,Jamaica,5,0,FIFA World Cup,Paris,France,True
1998-06-21,Germany,Serbia,2,2,FIFA World Cup,Lens,France,True
1998-06-21,USA,Iran,1,2,FIFA World Cup,Lyon,France,True
1998-06-22,Colombia,Tunisia,1,0,FIFA World Cup,Montpellier,France,True
1998-06-22,Estonia,Andorra,2,1,Friendly,Kuressaare,Estonia,False
1998-06-22,Romania,England,2,1,FIFA World Cup,Toulouse,France,True
1998-06-23,Brazil,Norway,1,2,FIFA World Cup,Marseille,France,True
1998-06-23,Chile,Cameroon,1,1,FIFA World Cup,Nantes,France,True
1998-06-23,Italy,Austria,2,1,FIFA World Cup,Saint-Denis,France,True
1998-06-23,Scotland,Morocco,0,3,FIFA World Cup,Saint-Étienne,France,True
1998-06-24,Andorra,Azerbaijan,0,0,Friendly,Viljandi,Estonia,True
1998-06-24,France,Denmark,2,1,FIFA World Cup,Lyon,France,False
1998-06-24,Nigeria,Paraguay,1,3,FIFA World Cup,Toulouse,France,True
1998-06-24,South Africa,Saudi Arabia,2,2,FIFA World Cup,Bordeaux,France,True
1998-06-24,Spain,Bulgaria,6,1,FIFA World Cup,Lens,France,True
1998-06-25,Belgium,Korea Republic,1,1,FIFA World Cup,Paris,France,True
1998-06-25,Estonia,Latvia,0,2,Baltic Cup,Valga,Estonia,False
1998-06-25,Germany,Iran,2,0,FIFA World Cup,Montpellier,France,True
1998-06-25,Netherlands,Mexico,2,2,FIFA World Cup,Saint-Étienne,France,True
1998-06-25,USA,Serbia,0,1,FIFA World Cup,Nantes,France,True
1998-06-26,Argentina,Croatia,1,0,FIFA World Cup,Bordeaux,France,True
1998-06-26,Azerbaijan,Lithuania,2,1,Friendly,Viljandi,Estonia,True
1998-06-26,Colombia,England,0,2,FIFA World Cup,Lens,France,True
1998-06-26,Japan,Jamaica,1,2,FIFA World Cup,Lyon,France,True
1998-06-26,Latvia,Andorra,2,0,Friendly,Pärnu,Estonia,True
1998-06-26,Romania,Tunisia,1,1,FIFA World Cup,Saint-Denis,France,True
1998-06-27,Brazil,Chile,4,1,FIFA World Cup,Paris,France,True
1998-06-27,Italy,Norway,1,0,FIFA World Cup,Marseille,France,True
1998-06-27,Thailand,China,0,3,Friendly,Bangkok,Thailand,False
1998-06-28,Estonia,Lithuania,0,0,Baltic Cup,Viljandi,Estonia,False
1998-06-28,France,Paraguay,1,0,FIFA World Cup,Lens,France,False
1998-06-28,Nigeria,Denmark,1,4,FIFA World Cup,Saint-Denis,France,True
1998-06-29,Germany,Mexico,2,1,FIFA World Cup,Montpellier,France,True
1998-06-29,Lithuania,Andorra,4,0,Friendly,Karksi-Nuia,Estonia,True
1998-06-29,Netherlands,Serbia,2,1,FIFA World Cup,Toulouse,France,True
1998-06-30,Argentina,England,2,2,FIFA World Cup,Saint-Étienne,France,True
1998-06-30,Romania,Croatia,0,1,FIFA World Cup,Bordeaux,France,True
1998-07-02,Oman,Syria,1,2,Friendly,Muscat,Oman,False
1998-07-03,Brazil,Denmark,3,2,FIFA World Cup,Nantes,France,True
1998-07-03,France,Italy,0,0,FIFA World Cup,Saint-Denis,France,False
1998-07-04,Germany,Croatia,0,3,FIFA World Cup,Lyon,France,True
1998-07-04,Netherlands,Argentina,2,1,FIFA World Cup,Marseille,France,True
1998-07-05,Rwanda,Tanzania,2,0,Friendly,Kigali,Rwanda,False
1998-07-06,Malawi,Mozambique,2,1,Friendly,Mzuzu,Malawi,False
1998-07-06,Rwanda,Tanzania,2,2,Friendly,Kigali,Rwanda,False
1998-07-07,Brazil,Netherlands,1,1,FIFA World Cup,Marseille,France,True
1998-07-08,France,Croatia,2,1,FIFA World Cup,Saint-Denis,France,False
1998-07-08,Malawi,Mozambique,2,2,Friendly,Lilongwe,Malawi,False
1998-07-10,Uganda,Tanzania,3,0,Friendly,Kampala,Uganda,False
1998-07-11,Malawi,Mozambique,0,0,Friendly,Blantyre,Malawi,False
1998-07-11,Netherlands,Croatia,1,2,FIFA World Cup,Paris,France,True
1998-07-12,France,Brazil,3,0,FIFA World Cup,Saint-Denis,France,False
