date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1982-06-13,Argentina,Belgium,0,1,FIFA World Cup,Barcelona,Spain,True
1982-06-13,Bahrain,India,0,0,Korea Cup,Incheon,Korea Republic,True
1982-06-13,Zimbabwe,Uganda,1,1,Friendly,Harare,Zimbabwe,False
1982-06-14,Brazil,Russia,2,1,FIFA World Cup,Seville,Spain,True
1982-06-14,Italy,Poland,0,0,FIFA World Cup,Vigo,Spain,True
1982-06-15,Hungary,El Salvador,10,1,FIFA World Cup,Elche,Spain,True
1982-06-15,Norway,Denmark,2,1,Nordic Championship,Oslo,Norway,False
1982-06-15,Peru,Cameroon,0,0,FIFA World Cup,La Coruña,Spain,True
1982-06-15,Scotland,New Zealand,5,2,FIFA World Cup,Málaga,Spain,True
1982-06-16,England,France,3,1,FIFA World Cup,Bilbao,Spain,True
1982-06-16,Germany,Algeria,1,2,FIFA World Cup,Gijón,Spain,True
1982-06-16,Spain,Honduras,1,1,FIFA World Cup,Valencia,Spain,False
1982-06-17,Chile,Austria,0,1,FIFA World Cup,Oviedo,Spain,True
1982-06-17,Czechoslovakia,Kuwait,1,1,FIFA World Cup,Valladolid,Spain,True
1982-06-17,Yugoslavia,Northern Ireland,0,0,FIFA World Cup,Zaragoza,Spain,True
1982-06-18,Argentina,Hungary,4,1,FIFA World Cup,Alicante,Spain,True
1982-06-18,Brazil,Scotland,4,1,FIFA World Cup,Seville,Spain,True
1982-06-18,Italy,Peru,1,1,FIFA World Cup,Vigo,Spain,True
1982-06-19,Belgium,El Salvador,1,0,FIFA World Cup,Elche,Spain,True
1982-06-19,Poland,Cameroon,0,0,FIFA World Cup,La Coruña,Spain,True
1982-06-19,Russia,New Zealand,3,0,FIFA World Cup,Málaga,Spain,True
1982-06-20,England,Czechoslovakia,2,0,FIFA World Cup,Bilbao,Spain,True
1982-06-20,Germany,Chile,4,1,FIFA World Cup,Gijón,Spain,True
1982-06-20,Spain,Yugoslavia,2,1,FIFA World Cup,Valencia,Spain,False
1982-06-21,Algeria,Austria,0,2,FIFA World Cup,Oviedo,Spain,True
1982-06-21,France,Kuwait,4,1,FIFA World Cup,Valladolid,Spain,True
1982-06-21,Honduras,Northern Ireland,1,1,FIFA World Cup,Zaragoza,Spain,True
1982-06-22,Belgium,Hungary,1,1,FIFA World Cup,Elche,Spain,True
1982-06-22,Poland,Peru,5,1,FIFA World Cup,La Coruña,Spain,True
1982-06-22,Russia,Scotland,2,2,FIFA World Cup,Málaga,Spain,True
1982-06-22,Tunisia,China,1,0,Friendly,Hammam Lif,Tunisia,False
1982-06-23,Argentina,El Salvador,2,0,FIFA World Cup,Alicante,Spain,True
1982-06-23,Brazil,New Zealand,4,0,FIFA World Cup,Seville,Spain,True
1982-06-23,Italy,Cameroon,1,1,FIFA World Cup,Vigo,Spain,True
1982-06-24,Algeria,Chile,3,2,FIFA World Cup,Oviedo,Spain,True
1982-06-24,France,Czechoslovakia,1,1,FIFA World Cup,Valladolid,Spain,True
1982-06-24,Honduras,Yugoslavia,0,1,FIFA World Cup,Zaragoza,Spain,True
1982-06-25,England,Kuwait,1,0,FIFA World Cup,Bilbao,Spain,True
1982-06-25,Germany,Austria,1,0,FIFA World Cup,Gijón,Spain,True
1982-06-25,Spain,Northern Ireland,0,1,FIFA World Cup,Valencia,Spain,False
1982-06-26,Tunisia,China,1,2,Friendly,Tunis,Tunisia,False
1982-06-27,Mozambique,Zimbabwe,1,1,Friendly,Maputo,Mozambique,False
1982-06-27,Trinidad and Tobago,Suriname,2,3,Friendly,Port of Spain,Trinidad and Tobago,False
1982-06-28,Austria,France,0,1,FIFA World Cup,Madrid,Spain,True
1982-06-28,Poland,Belgium,3,0,FIFA World Cup,Barcelona,Spain,True
1982-06-29,Germany,England,0,0,FIFA World Cup,Madrid,Spain,True
1982-06-29,Italy,Argentina,2,1,FIFA World Cup,Barcelona,Spain,True
1982-07-01,Austria,Northern Ireland,2,2,FIFA World Cup,Madrid,Spain,True
1982-07-01,Belgium,Russia,0,1,FIFA World Cup,Barcelona,Spain,True
1982-07-02,Argentina,Brazil,1,3,FIFA World Cup,Barcelona,Spain,True
1982-07-02,Spain,Germany,1,2,FIFA World Cup,Madrid,Spain,False
1982-07-04,France,Northern Ireland,4,1,FIFA World Cup,Madrid,Spain,True
1982-07-04,Poland,Russia,0,0,FIFA World Cup,Barcelona,Spain,True
1982-07-05,Italy,Brazil,3,2,FIFA World Cup,Barcelona,Spain,True
1982-07-05,Spain,England,0,0,FIFA World Cup,Madrid,Spain,False
1982-07-06,Malawi,Tanzania,0,1,Friendly,Blantyre,Malawi,False
1982-07-08,Germany,France,3,3,FIFA World Cup,Seville,Spain,True
1982-07-08,Malawi,Tanzania,2,0,Friendly,Lilongwe,Malawi,False
1982-07-08,Poland,Italy,0,2,FIFA World Cup,Barcelona,Spain,True
1982-07-10,Poland,France,3,2,FIFA World Cup,Alicante,Spain,True
1982-07-11,Finland,Iceland,3,2,Friendly,Helsinki,Finland,False
1982-07-11,Italy,Germany,3,1,FIFA World Cup,Madrid,Spain,True
