date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2010-06-20,Italy,New Zealand,1,1,FIFA World Cup,Nelspruit,South Africa,True
2010-06-20,Lithuania,Estonia,2,0,Baltic Cup,Kaunas,Lithuania,False
2010-06-20,Slovakia,Paraguay,0,2,FIFA World Cup,Bloemfontein,South Africa,True
2010-06-20,Sudan,Tunisia,2,6,Friendly,Omdurman,Sudan,False
2010-06-21,Chile,Switzerland,1,0,FIFA World Cup,Port Elizabeth,South Africa,True
2010-06-21,Portugal,Korea DPR,7,0,FIFA World Cup,Cape Town,South Africa,True
2010-06-21,Spain,Honduras,2,0,FIFA World Cup,Johannesburg,South Africa,True
2010-06-22,Greece,Argentina,0,2,FIFA World Cup,Polokwane,South Africa,True
2010-06-22,Mexico,Uruguay,0,1,FIFA World Cup,Rustenburg,South Africa,True
2010-06-22,Nigeria,Korea Republic,2,2,FIFA World Cup,Durban,South Africa,True
2010-06-22,South Africa,France,2,1,FIFA World Cup,Bloemfontein,South Africa,False
2010-06-23,Australia,Serbia,2,1,FIFA World Cup,Nelspruit,South Africa,True
2010-06-23,Ghana,Germany,0,1,FIFA World Cup,Johannesburg,South Africa,True
2010-06-23,Slovenia,England,0,1,FIFA World Cup,Port Elizabeth,South Africa,True
2010-06-23,USA,Algeria,1,0,FIFA World Cup,Pretoria,South Africa,True
2010-06-24,Cameroon,Netherlands,1,2,FIFA World Cup,Cape Town,South Africa,True
2010-06-24,Denmark,Japan,1,3,FIFA World Cup,Rustenburg,South Africa,True
2010-06-24,Paraguay,New Zealand,0,0,FIFA World Cup,Polokwane,South Africa,True
2010-06-24,Slovakia,Italy,3,2,FIFA World Cup,Johannesburg,South Africa,True
2010-06-25,Chile,Spain,1,2,FIFA World Cup,Pretoria,South Africa,True
2010-06-25,Korea DPR,Ivory Coast,0,3,FIFA World Cup,Nelspruit,South Africa,True
2010-06-25,Portugal,Brazil,0,0,FIFA World Cup,Durban,South Africa,True
2010-06-25,Switzerland,Honduras,0,0,FIFA World Cup,Bloemfontein,South Africa,True
2010-06-26,China,Tajikistan,4,0,Friendly,Kunming,China,False
2010-06-26,Uruguay,Korea Republic,2,1,FIFA World Cup,Port Elizabeth,South Africa,True
2010-06-26,USA,Ghana,1,2,FIFA World Cup,Rustenburg,South Africa,True
2010-06-27,Argentina,Mexico,3,1,FIFA World Cup,Johannesburg,South Africa,True
2010-06-27,Germany,England,4,1,FIFA World Cup,Bloemfontein,South Africa,True
2010-06-28,Brazil,Chile,3,0,FIFA World Cup,Johannesburg,South Africa,True
2010-06-28,Netherlands,Slovakia,2,1,FIFA World Cup,Durban,South Africa,True
2010-06-29,Paraguay,Japan,0,0,FIFA World Cup,Pretoria,South Africa,True
2010-06-29,Spain,Portugal,1,0,FIFA World Cup,Cape Town,South Africa,True
2010-07-01,Chad,Togo,2,2,African Cup of Nations qualification,N'Djamena,Chad,False
2010-07-01,Tunisia,Botswana,0,1,African Cup of Nations qualification,Tunis,Tunisia,False
2010-07-02,Netherlands,Brazil,2,1,FIFA World Cup,Port Elizabeth,South Africa,True
2010-07-02,Uruguay,Ghana,1,1,FIFA World Cup,Johannesburg,South Africa,True
2010-07-03,Argentina,Germany,0,4,FIFA World Cup,Cape Town,South Africa,True
2010-07-03,Paraguay,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,True
2010-07-06,Uruguay,Netherlands,2,3,FIFA World Cup,Cape Town,South Africa,True
2010-07-07,Germany,Spain,0,1,FIFA World Cup,Durban,South Africa,True
2010-07-09,Botswana,Chad,1,0,African Cup of Nations qualification,Gaborone,Botswana,False
2010-07-09,Togo,Malawi,1,1,African Cup of Nations qualification,Lomé,Togo,False
2010-07-10,Uruguay,Germany,2,3,FIFA World Cup,Port Elizabeth,South Africa,True
2010-07-11,Netherlands,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,True
